_RAJ2000;_DEJ2000;ID;Bmag;e_Bmag;Vmag;e_Vmag;Imag;e_Imag
322.66662;+12.03097;5000878;20.990; 0.021;20.559; 0.021;19.970; 0.026
322.66662;+12.08519;5000879;20.407; 0.009;19.794; 0.012;19.249; 0.017
322.66679;+12.12269;5000880;22.098; 0.034;21.478; 0.040;20.476; 0.064
322.66742;+12.31969;5000881;21.653; 0.038;20.938; 0.023;20.250; 0.034
322.66621;+12.02767;5000883;20.459; 0.012;19.875; 0.013;19.320; 0.017
322.66667;+12.14933;5000884;22.126; 0.038;21.492; 0.036;20.491; 0.042
322.66604;+12.00619;5000886;22.002; 0.043;20.588; 0.022;19.044; 0.015
322.66650;+12.12739;5000887;20.487; 0.009;19.382; 0.008;18.136; 0.007
322.66608;+12.07489;5000890;20.775; 0.016;20.164; 0.018;19.567; 0.018
322.66596;+12.09964;5000892;18.673; 0.003;17.890; 0.003;17.089; 0.004
322.66629;+12.22456;5000893;20.391; 0.007;19.399; 0.006;18.307; 0.006
322.66621;+12.20711;5000894;21.547; 0.020;20.965; 0.030;20.200; 0.040
322.66662;+12.31725;5000895;20.287; 0.012;19.482; 0.009;18.832; 0.012
322.66550;+12.06006;5000896;22.141; 0.053;20.478; 0.022;18.117; 0.009
322.66571;+12.11669;5000897;21.847; 0.028;21.123; 0.028;20.446; 0.047
322.66583;+12.18000;5000898;21.954; 0.031;21.322; 0.038;20.337; 0.039
322.66558;+12.16336;5000899;20.821; 0.012;20.284; 0.016;19.574; 0.020
322.66600;+12.26772;5000900;20.621; 0.014;19.039; 0.007;17.308; 0.006
322.66575;+12.21681;5000901;21.872; 0.022;21.211; 0.022;20.337; 0.029
322.66521;+12.08986;5000904;13.382; 0.002;12.167; 0.002;11.154; 0.002
322.66471;+12.00611;5000907;21.440; 0.028;20.197; 0.018;18.934; 0.017
322.66558;+12.24894;5000908;19.232; 0.009;18.584; 0.006;17.989; 0.007
322.66500;+12.10183;5000909;19.089; 0.003;18.478; 0.004;17.851; 0.007
322.66521;+12.15847;5000910;19.991; 0.007;19.576; 0.011;19.068; 0.014
322.66579;+12.33497;5000911;22.193; 0.051;21.338; 0.034;20.584; 0.048
322.66462;+12.06231;5000912;21.505; 0.029;20.868; 0.027;20.240; 0.036
322.66537;+12.33000;5000914;20.641; 0.014;20.031; 0.014;19.423; 0.019
322.66396;+12.00192;5000915;22.301; 0.068;20.770; 0.026;18.711; 0.014
322.66479;+12.20608;5000916;21.217; 0.014;20.600; 0.019;19.823; 0.023
322.66442;+12.13853;5000917;19.537; 0.006;19.026; 0.008;18.388; 0.008
322.66462;+12.22042;5000918;22.219; 0.028;21.459; 0.031;20.488; 0.035
322.66471;+12.23789;5000919;22.363; 0.034;21.482; 0.031;20.567; 0.055
322.66433;+12.16722;5000920;20.787; 0.013;20.260; 0.015;19.542; 0.020
322.66450;+12.21878;5000921;21.210; 0.013;19.442; 0.007;16.923; 0.003
322.66375;+12.03869;5000922;20.464; 0.015;19.870; 0.013;19.270; 0.016
322.66371;+12.04356;5000923;20.505; 0.013;19.620; 0.009;18.765; 0.011
322.66446;+12.22900;5000924;21.200; 0.014;20.572; 0.014;19.807; 0.019
322.66446;+12.24392;5000925;21.652; 0.023;20.912; 0.016;20.160; 0.024
322.66333;+11.97711;5000928;21.181; 0.023;20.513; 0.021;19.835; 0.026
322.66333;+11.98256;5000929;21.580; 0.034;20.824; 0.030;20.083; 0.035
322.66354;+12.06586;5000932;18.585; 0.004;17.834; 0.004;17.211; 0.006
322.66346;+12.05858;5000933;21.744; 0.038;21.041; 0.031;20.293; 0.038
322.66425;+12.25347;5000934;22.065; 0.043;20.354; 0.022;18.210; 0.009
322.66442;+12.29689;5000935;16.960; 0.004;15.793; 0.003;14.684; 0.004
322.66400;+12.21028;5000936;20.609; 0.009;20.068; 0.013;19.427; 0.019
322.66342;+12.10744;5000938;21.607; 0.019;20.397; 0.016;19.065; 0.013
322.66342;+12.12339;5000940;22.566; 0.060;21.782; 0.063;20.786; 0.066
322.66346;+12.17986;5000943;21.717; 0.031;21.077; 0.029;20.229; 0.045
322.66321;+12.13778;5000944;21.444; 0.019;20.719; 0.026;19.895; 0.031
322.66404;+12.33719;5000945;22.235; 0.050;21.377; 0.038;20.587; 0.059
322.66317;+12.13978;5000946;19.983; 0.008;19.443; 0.009;18.843; 0.011
322.66287;+12.08206;5000947;21.561; 0.029;20.901; 0.031;20.203; 0.047
322.66292;+12.15142;5000953;21.044; 0.014;20.458; 0.016;19.714; 0.024
322.66371;+12.35489;5000954;21.547; 0.031;20.920; 0.026;20.238; 0.038
322.66333;+12.26456;5000956;21.807; 0.044;21.050; 0.027;20.294; 0.043
322.66267;+12.11347;5000957;19.377; 0.005;18.012; 0.005;16.366; 0.004
322.66342;+12.33611;5000958;20.078; 0.013;19.472; 0.008;18.947; 0.013
322.66300;+12.23625;5000959;20.315; 0.008;19.696; 0.007;19.135; 0.011
322.66304;+12.24264;5000960;22.396; 0.038;20.754; 0.016;18.551; 0.008
322.66233;+12.09136;5000962;21.550; 0.017;20.783; 0.016;20.062; 0.027
322.66279;+12.20953;5000963;21.919; 0.024;21.275; 0.032;20.503; 0.059
322.66187;+11.99136;5000965;21.643; 0.039;20.848; 0.024;20.191; 0.037
322.66267;+12.19500;5000966;20.169; 0.007;19.690; 0.009;19.041; 0.013
322.66212;+12.07078;5000967;21.338; 0.026;20.330; 0.016;19.294; 0.016
322.66279;+12.27286;5000968;22.324; 0.055;21.522; 0.042;20.768; 0.064
322.66275;+12.25481;5000969;20.932; 0.018;20.279; 0.017;19.708; 0.025
322.66221;+12.13311;5000970;22.533; 0.059;21.690; 0.051;20.740; 0.067
322.66250;+12.20297;5000971;21.330; 0.017;20.649; 0.022;19.880; 0.029
322.66250;+12.21417;5000972;21.790; 0.020;21.089; 0.021;20.316; 0.033
322.66187;+12.10006;5000973;20.917; 0.010;20.316; 0.014;19.661; 0.018
322.66233;+12.21731;5000974;19.992; 0.006;18.624; 0.004;17.085; 0.004
322.66167;+12.07272;5000975;19.171; 0.005;17.750; 0.004;16.303; 0.004
322.66279;+12.35842;5000976;21.391; 0.034;20.478; 0.018;19.705; 0.024
322.66171;+12.10397;5000977;22.062; 0.026;21.279; 0.027;20.497; 0.035
322.66167;+12.10539;5000978;20.719; 0.008;20.099; 0.011;19.414; 0.015
322.66146;+12.05908;5000979;18.941; 0.005;18.171; 0.004;17.489; 0.005
322.66187;+12.19842;5000980;21.964; 0.026;21.318; 0.042;20.438; 0.043
322.66225;+12.29761;5000981;20.080; 0.010;19.432; 0.010;18.853; 0.012
322.66137;+12.09883;5000982;19.238; 0.004;18.691; 0.004;18.076; 0.007
322.66142;+12.11839;5000983;21.606; 0.022;20.932; 0.024;20.201; 0.035
322.66071;+11.95881;5000984;21.324; 0.024;20.725; 0.027;19.973; 0.033
322.66192;+12.26181;5000985;21.928; 0.043;21.073; 0.035;20.157; 0.036
322.66142;+12.15703;5000986;22.136; 0.040;21.474; 0.037;20.643; 0.046
322.66171;+12.22544;5000987;22.138; 0.026;21.434; 0.026;20.505; 0.038
322.66200;+12.31781;5000988;20.655; 0.015;20.024; 0.014;19.475; 0.023
322.66142;+12.17397;5000989;20.601; 0.009;20.069; 0.014;19.432; 0.019
322.66142;+12.19514;5000990;21.954; 0.029;20.560; 0.017;18.911; 0.012
322.66083;+12.07519;5000991;21.283; 0.024;20.632; 0.020;19.967; 0.031
322.66083;+12.07953;5000992;21.545; 0.032;20.833; 0.024;20.189; 0.046
322.66112;+12.15572;5000993;20.271; 0.008;19.750; 0.010;19.125; 0.013
322.66179;+12.33025;5000995;17.446; 0.004;16.523; 0.003;15.802; 0.007
322.66150;+12.26997;5000996;18.224; 0.006;17.413; 0.004;16.645; 0.008
322.66167;+12.31239;5000997;18.944; 0.009;18.024; 0.004;17.200; 0.006
322.66121;+12.21217;5000998;20.399; 0.007;19.627; 0.008;18.789; 0.011
322.66050;+12.06347;5000999;20.948; 0.016;20.326; 0.019;19.797; 0.029
322.66100;+12.18986;5001000;20.989; 0.014;20.405; 0.014;19.641; 0.026
322.66079;+12.14969;5001001;22.103; 0.033;21.219; 0.038;20.321; 0.040
322.66079;+12.17272;5001002;20.751; 0.011;20.202; 0.016;19.516; 0.021
322.66096;+12.23194;5001003;22.673; 0.061;21.299; 0.027;19.675; 0.016
322.66008;+12.08814;5001004;19.443; 0.005;18.898; 0.007;18.394; 0.007
322.66033;+12.21544;5001005;16.445; 0.001;15.224; 0.002;13.884; 0.002
322.66071;+12.31033;5001006;17.623; 0.004;16.775; 0.004;16.092; 0.006
322.65954;+12.06997;5001008;20.863; 0.016;20.313; 0.017;19.651; 0.020
322.65992;+12.20325;5001009;22.541; 0.062;20.923; 0.027;18.619; 0.009
322.65925;+12.08933;5001010;21.954; 0.024;21.269; 0.037;20.460; 0.050
322.65996;+12.26439;5001011;19.445; 0.007;18.842; 0.007;18.277; 0.008
322.65937;+12.14022;5001012;21.055; 0.013;20.441; 0.017;19.743; 0.026
322.65983;+12.25581;5001013;21.566; 0.036;20.871; 0.026;20.209; 0.039
322.65904;+12.05383;5001014;20.654; 0.019;20.079; 0.016;19.458; 0.021
322.65917;+12.14500;5001016;19.024; 0.004;18.430; 0.005;17.662; 0.007
322.65833;+11.93144;5001017;18.149; 0.009;17.438; 0.011;16.752; 0.011
322.65929;+12.17331;5001018;21.858; 0.025;21.163; 0.031;20.367; 0.052
322.65950;+12.29442;5001020;20.941; 0.023;20.274; 0.017;19.703; 0.026
322.65917;+12.23178;5001021;22.125; 0.027;20.913; 0.019;19.558; 0.016
322.65912;+12.22097;5001022;22.240; 0.029;20.494; 0.014;18.150; 0.008
322.65912;+12.24572;5001024;21.874; 0.044;21.213; 0.021;20.398; 0.035
322.65850;+12.12631;5001025;21.534; 0.019;20.977; 0.027;20.196; 0.033
322.65912;+12.28747;5001026;21.671; 0.038;20.126; 0.016;18.021; 0.007
322.65867;+12.19242;5001027;21.044; 0.013;20.492; 0.021;19.803; 0.036
322.65896;+12.29172;5001028;21.789; 0.035;21.106; 0.026;20.380; 0.037
322.65804;+12.09244;5001029;21.214; 0.013;20.525; 0.014;19.861; 0.021
322.65842;+12.19903;5001030;21.503; 0.020;20.340; 0.014;18.958; 0.011
322.65787;+12.06094;5001031;21.929; 0.044;21.182; 0.036;20.476; 0.044
322.65846;+12.21906;5001032;20.135; 0.006;19.515; 0.008;18.984; 0.009
322.65771;+12.10092;5001034;20.866; 0.009;20.267; 0.012;19.632; 0.020
322.65754;+12.06467;5001035;17.215; 0.003;16.387; 0.003;15.709; 0.004
322.65862;+12.33389;5001036;21.305; 0.029;20.592; 0.019;19.985; 0.026
322.65808;+12.21211;5001037;20.943; 0.010;20.376; 0.014;19.677; 0.023
322.65779;+12.14328;5001038;22.071; 0.031;21.343; 0.036;20.442; 0.054
322.65792;+12.18969;5001039;19.466; 0.005;18.962; 0.008;18.322; 0.008
322.65829;+12.28425;5001040;18.118; 0.005;17.186; 0.004;16.441; 0.005
322.65662;+11.92144;5001041;19.841; 0.025;19.373; 0.041;18.740; 0.038
322.65792;+12.28564;5001042;14.040; 0.007;13.028; 0.007;12.278; 0.013
322.65787;+12.27025;5001043;21.277; 0.042;20.585; 0.020;19.915; 0.027
322.65717;+12.11686;5001044;22.229; 0.034;21.554; 0.055;20.622; 0.060
322.65733;+12.17736;5001046;21.833; 0.022;21.219; 0.039;20.277; 0.036
322.65762;+12.25817;5001047;20.864; 0.019;20.201; 0.014;19.574; 0.022
322.65692;+12.09328;5001048;21.653; 0.018;19.993; 0.009;17.966; 0.006
322.65725;+12.23483;5001050;21.787; 0.021;21.020; 0.020;20.191; 0.027
322.65654;+12.06142;5001051;19.279; 0.009;18.476; 0.006;17.781; 0.006
322.65746;+12.29639;5001052;22.137; 0.044;20.479; 0.019;18.225; 0.008
322.65658;+12.10689;5001054;21.996; 0.030;21.226; 0.032;20.445; 0.043
322.65687;+12.19139;5001055;16.130; 0.003;15.375; 0.003;14.592; 0.003
322.65662;+12.14711;5001056;20.817; 0.012;20.222; 0.015;19.526; 0.016
322.65687;+12.22014;5001057;21.082; 0.011;20.477; 0.013;19.795; 0.018
322.65708;+12.27378;5001058;21.759; 0.040;20.950; 0.033;20.342; 0.035
322.65617;+12.06058;5001059;22.026; 0.052;21.266; 0.038;20.545; 0.048
322.65600;+12.01867;5001061;16.567; 0.002;15.548; 0.002;14.664; 0.003
322.65579;+12.03433;5001063;20.628; 0.027;20.075; 0.022;19.486; 0.037
322.65696;+12.32647;5001064;21.813; 0.034;21.033; 0.028;20.312; 0.037
322.65633;+12.20311;5001065;21.305; 0.017;20.696; 0.022;19.991; 0.031
322.65596;+12.14203;5001066;22.054; 0.032;21.311; 0.038;20.573; 0.046
322.65621;+12.21481;5001067;21.045; 0.011;20.386; 0.011;19.704; 0.018
322.65571;+12.10989;5001068;20.590; 0.009;20.026; 0.013;19.392; 0.025
322.65542;+12.03417;5001069;16.608; 0.002;15.763; 0.003;15.008; 0.003
322.65508;+11.95986;5001071;17.505; 0.004;16.662; 0.004;15.875; 0.005
322.65587;+12.17553;5001072;20.785; 0.020;19.564; 0.016;18.577; 0.018
322.65596;+12.19311;5001073;21.885; 0.030;21.177; 0.031;20.379; 0.041
322.65650;+12.35167;5001074;17.693; 0.004;16.886; 0.003;16.264; 0.008
322.65529;+12.06339;5001075;20.290; 0.013;19.721; 0.010;19.174; 0.017
322.65558;+12.14256;5001076;22.142; 0.033;21.469; 0.039;20.490; 0.055
322.65500;+12.00883;5001079;20.497; 0.013;19.666; 0.013;18.911; 0.015
322.65583;+12.22975;5001080;21.168; 0.012;20.499; 0.014;19.864; 0.021
322.65604;+12.29881;5001081;21.538; 0.033;20.025; 0.017;18.095; 0.007
322.65517;+12.08906;5001082;19.231; 0.005;18.649; 0.006;18.115; 0.009
322.65567;+12.22222;5001083;21.617; 0.020;20.811; 0.016;20.075; 0.023
322.65508;+12.08072;5001084;20.512; 0.013;19.922; 0.012;19.381; 0.019
322.65521;+12.15294;5001085;21.327; 0.020;20.764; 0.020;19.940; 0.028
322.65525;+12.19453;5001087;16.740; 0.003;15.753; 0.003;14.683; 0.003
322.65500;+12.16133;5001088;21.205; 0.014;20.641; 0.022;19.892; 0.029
322.65529;+12.23450;5001089;22.358; 0.037;21.553; 0.030;20.768; 0.049
322.65475;+12.10411;5001090;21.183; 0.012;20.539; 0.013;19.895; 0.026
322.65454;+12.08658;5001091;21.256; 0.018;19.992; 0.014;18.699; 0.011
322.65492;+12.18325;5001092;20.529; 0.012;20.014; 0.013;19.350; 0.017
322.65458;+12.11858;5001093;21.667; 0.021;21.017; 0.029;20.287; 0.043
322.65458;+12.12861;5001094;19.144; 0.005;18.615; 0.005;17.945; 0.006
322.65471;+12.15897;5001095;21.837; 0.032;21.185; 0.034;20.299; 0.039
322.65483;+12.20200;5001097;21.639; 0.023;21.114; 0.040;20.275; 0.040
322.65487;+12.21967;5001098;21.332; 0.013;20.641; 0.015;19.965; 0.025
322.65483;+12.22583;5001099;21.445; 0.015;20.774; 0.017;19.966; 0.022
322.65442;+12.15222;5001101;17.768; 0.004;16.986; 0.003;16.085; 0.004
322.65462;+12.22967;5001102;22.052; 0.024;21.311; 0.030;20.457; 0.035
322.65383;+12.03294;5001103;20.614; 0.012;19.163; 0.008;17.608; 0.005
322.65475;+12.30861;5001104;20.242; 0.014;19.621; 0.009;19.092; 0.016
322.65392;+12.09922;5001105;19.816; 0.005;19.301; 0.006;18.715; 0.009
322.65417;+12.17464;5001106;22.115; 0.033;21.453; 0.038;20.515; 0.042
322.65483;+12.34847;5001107;21.830; 0.038;21.029; 0.026;20.479; 0.053
322.65362;+12.06069;5001108;20.912; 0.021;20.322; 0.019;19.744; 0.026
322.65396;+12.14153;5001109;20.964; 0.013;20.425; 0.019;19.679; 0.026
322.65408;+12.20439;5001110;22.320; 0.044;21.603; 0.051;20.661; 0.048
322.65450;+12.30931;5001111;19.374; 0.007;17.915; 0.004;16.381; 0.007
322.65450;+12.32761;5001112;19.661; 0.009;19.040; 0.011;18.498; 0.010
322.65392;+12.18881;5001113;21.848; 0.024;21.201; 0.038;20.326; 0.038
322.65400;+12.20758;5001114;21.694; 0.024;21.029; 0.033;20.243; 0.041
322.65396;+12.19817;5001115;21.674; 0.021;21.103; 0.030;20.221; 0.035
322.65354;+12.16339;5001116;22.466; 0.062;21.701; 0.057;20.739; 0.067
322.65358;+12.18058;5001117;19.773; 0.007;19.023; 0.009;18.200; 0.008
322.65342;+12.18481;5001119;21.738; 0.025;21.039; 0.025;20.344; 0.038
322.65325;+12.16772;5001120;21.139; 0.014;20.597; 0.020;19.873; 0.027
322.65362;+12.26819;5001121;21.305; 0.027;20.697; 0.022;20.087; 0.028
322.65300;+12.12786;5001124;21.771; 0.023;21.090; 0.027;20.274; 0.051
322.65317;+12.19861;5001125;22.159; 0.032;21.287; 0.036;20.270; 0.039
322.65292;+12.14961;5001126;21.134; 0.014;20.264; 0.016;19.314; 0.016
322.65275;+12.11600;5001127;22.171; 0.035;21.438; 0.045;20.649; 0.069
322.65321;+12.24036;5001128;20.955; 0.011;20.375; 0.011;19.673; 0.018
322.65275;+12.17314;5001130;21.395; 0.018;20.772; 0.022;20.088; 0.040
322.65275;+12.18692;5001131;22.331; 0.040;21.645; 0.045;20.694; 0.048
322.65254;+12.14647;5001132;21.345; 0.017;19.795; 0.010;17.796; 0.008
322.65233;+12.10642;5001133;21.051; 0.012;20.447; 0.012;19.782; 0.019
322.65171;+11.97739;5001135;21.557; 0.041;20.846; 0.028;20.101; 0.039
322.65142;+11.96906;5001137;19.978; 0.009;19.092; 0.009;18.278; 0.009
322.65221;+12.17925;5001138;22.064; 0.033;21.398; 0.035;20.554; 0.047
322.65237;+12.21808;5001139;18.877; 0.005;18.169; 0.004;17.296; 0.004
322.65217;+12.17994;5001140;21.162; 0.021;20.548; 0.020;19.825; 0.029
322.65221;+12.22436;5001141;13.748; 0.002;12.988; 0.002;12.174; 0.003
322.65183;+12.18192;5001143;21.154; 0.015;20.572; 0.022;19.814; 0.025
322.65150;+12.11303;5001145;21.209; 0.016;20.630; 0.021;19.930; 0.030
322.65171;+12.18258;5001146;21.890; 0.026;21.206; 0.032;20.322; 0.040
322.65175;+12.23525;5001147;17.042; 0.002;16.030; 0.002;14.955; 0.003
322.65158;+12.19756;5001148;20.926; 0.011;20.389; 0.017;19.702; 0.022
322.65225;+12.35647;5001149;22.222; 0.067;20.491; 0.019;18.506; 0.011
322.65046;+11.96908;5001152;21.350; 0.026;20.697; 0.024;19.957; 0.033
322.65175;+12.33172;5001154;21.350; 0.024;20.620; 0.017;19.958; 0.029
322.65142;+12.26194;5001155;22.022; 0.045;21.169; 0.033;20.363; 0.047
322.65167;+12.32828;5001156;21.735; 0.047;20.842; 0.024;20.046; 0.030
322.65092;+12.17964;5001157;19.560; 0.006;18.624; 0.008;17.582; 0.005
322.65079;+12.18486;5001158;21.488; 0.020;20.790; 0.026;20.092; 0.031
322.65004;+11.99461;5001159;21.554; 0.030;20.227; 0.019;18.679; 0.012
322.65062;+12.23392;5001160;21.871; 0.021;21.189; 0.024;20.421; 0.038
322.65046;+12.20697;5001161;21.761; 0.025;21.057; 0.027;20.332; 0.041
322.65087;+12.31217;5001162;19.712; 0.009;18.680; 0.006;17.768; 0.009
322.65046;+12.24197;5001163;21.318; 0.014;20.725; 0.016;19.958; 0.022
322.64987;+12.09925;5001164;21.778; 0.020;21.094; 0.022;20.318; 0.031
322.64950;+12.00961;5001165;14.370; 0.002;13.366; 0.002;12.487; 0.002
322.65017;+12.20836;5001166;19.998; 0.008;19.485; 0.009;18.859; 0.011
322.65008;+12.20317;5001167;21.599; 0.022;20.914; 0.026;20.319; 0.042
322.64979;+12.18847;5001169;21.865; 0.028;21.214; 0.035;20.529; 0.059
322.65012;+12.31744;5001172;21.301; 0.019;20.069; 0.015;19.000; 0.015
322.65017;+12.36997;5001173;14.497; 0.002;13.817; 0.003;13.362; 0.004
322.64871;+12.03558;5001175;21.570; 0.030;20.879; 0.030;20.183; 0.032
322.64887;+12.08564;5001176;22.029; 0.031;21.215; 0.041;20.350; 0.041
322.64937;+12.25772;5001177;19.246; 0.007;18.630; 0.007;18.040; 0.007
322.64879;+12.11950;5001179;22.065; 0.032;21.353; 0.034;20.446; 0.050
322.64975;+12.38147;5001180;18.710; 0.009;17.730; 0.012;16.840; 0.014
322.64804;+11.96350;5001181;20.013; 0.010;19.444; 0.014;18.854; 0.014
322.64917;+12.25239;5001182;19.989; 0.010;18.879; 0.007;17.824; 0.007
322.64879;+12.18122;5001183;20.817; 0.011;20.282; 0.016;19.566; 0.019
322.64900;+12.24450;5001185;22.472; 0.044;21.610; 0.038;20.692; 0.054
322.64850;+12.15692;5001186;22.149; 0.047;21.517; 0.039;20.642; 0.062
322.64896;+12.26542;5001187;21.903; 0.047;21.215; 0.039;20.408; 0.045
322.64867;+12.22239;5001189;20.499; 0.008;19.910; 0.008;19.263; 0.013
322.64762;+12.01614;5001190;20.984; 0.021;20.341; 0.021;19.741; 0.024
322.64846;+12.23953;5001191;22.261; 0.031;21.491; 0.029;20.539; 0.036
322.64825;+12.19044;5001192;20.068; 0.008;19.577; 0.010;18.923; 0.012
322.64779;+12.13403;5001194;21.390; 0.019;20.735; 0.024;19.930; 0.036
322.64708;+11.99636;5001195;20.597; 0.012;18.924; 0.007;16.301; 0.004
322.64771;+12.21989;5001196;22.404; 0.033;21.605; 0.034;20.730; 0.049
322.64783;+12.25258;5001197;20.335; 0.012;19.747; 0.012;19.163; 0.018
322.64758;+12.21689;5001199;22.229; 0.029;21.425; 0.029;20.532; 0.038
322.64758;+12.21869;5001200;22.148; 0.032;21.363; 0.033;20.581; 0.036
322.64729;+12.20794;5001202;21.261; 0.015;20.634; 0.019;19.927; 0.031
322.64683;+12.10647;5001203;21.485; 0.019;20.865; 0.021;20.248; 0.026
322.64700;+12.19122;5001204;21.669; 0.021;20.980; 0.026;20.102; 0.040
322.64696;+12.18253;5001205;19.177; 0.005;18.652; 0.006;17.966; 0.006
322.64675;+12.17683;5001208;21.056; 0.014;20.554; 0.019;19.803; 0.025
322.64737;+12.34869;5001209;22.003; 0.042;21.203; 0.036;20.438; 0.059
322.64612;+12.10406;5001214;21.703; 0.019;20.989; 0.023;20.310; 0.028
322.64558;+11.98992;5001215;21.885; 0.039;21.201; 0.041;20.479; 0.060
322.64658;+12.26808;5001216;19.641; 0.008;18.704; 0.007;17.896; 0.007
322.64650;+12.24564;5001217;22.541; 0.046;20.902; 0.018;18.147; 0.005
322.64617;+12.15961;5001218;21.103; 0.016;20.587; 0.025;19.816; 0.031
322.64671;+12.30272;5001219;17.723; 0.005;16.878; 0.004;16.062; 0.005
322.64587;+12.09489;5001220;22.192; 0.028;21.439; 0.034;20.659; 0.052
322.64654;+12.31597;5001222;18.728; 0.006;18.196; 0.005;17.785; 0.009
322.64583;+12.17589;5001223;21.917; 0.029;21.271; 0.036;20.410; 0.045
322.64608;+12.23178;5001224;18.190; 0.003;17.469; 0.003;16.569; 0.003
322.64550;+12.09403;5001225;21.552; 0.014;20.931; 0.017;20.175; 0.025
322.64575;+12.15681;5001226;21.954; 0.029;21.254; 0.029;20.434; 0.036
322.64521;+12.01619;5001227;21.733; 0.031;20.079; 0.015;17.291; 0.005
322.64596;+12.23283;5001228;21.816; 0.021;21.093; 0.021;20.310; 0.031
322.64562;+12.17258;5001229;21.720; 0.022;21.123; 0.027;20.308; 0.039
322.64492;+11.98436;5001230;13.321; 0.002;12.427; 0.003;11.660; 0.002
322.47829;+12.15175;5001232;19.879; 0.042;19.806; 0.020;19.127; 0.027
322.64567;+12.19950;5001233;21.903; 0.026;21.250; 0.033;20.491; 0.064
322.64542;+12.21414;5001235;21.542; 0.017;20.832; 0.017;20.068; 0.026
322.64525;+12.18403;5001236;20.919; 0.014;20.341; 0.016;19.608; 0.023
322.64437;+11.97472;5001237;21.549; 0.028;20.847; 0.032;20.157; 0.042
322.64537;+12.24214;5001238;22.269; 0.038;21.710; 0.040;20.802; 0.047
322.64467;+12.09803;5001239;21.626; 0.018;20.929; 0.018;20.187; 0.033
322.64571;+12.35797;5001240;21.991; 0.042;20.490; 0.019;18.743; 0.016
322.64475;+12.15258;5001242;21.593; 0.024;20.987; 0.025;20.210; 0.040
322.64504;+12.23392;5001243;21.679; 0.019;20.833; 0.019;20.008; 0.022
322.64412;+12.03078;5001245;21.243; 0.024;19.513; 0.009;17.070; 0.004
322.64371;+11.95656;5001247;21.139; 0.020;19.376; 0.011;17.137; 0.007
322.64525;+12.35150;5001248;20.508; 0.012;18.907; 0.007;17.153; 0.007
322.64408;+12.08983;5001249;21.060; 0.012;20.387; 0.019;19.792; 0.030
322.64487;+12.31864;5001251;20.388; 0.012;18.718; 0.007;16.656; 0.010
322.64312;+11.91206;5001252;19.196; 0.016;18.567; 0.022;18.007; 0.045
322.64433;+12.21511;5001253;19.514; 0.005;19.094; 0.007;18.674; 0.009
322.64412;+12.22289;5001254;21.966; 0.025;21.265; 0.021;20.410; 0.037
322.64450;+12.35300;5001255;18.499; 0.005;17.522; 0.005;16.600; 0.007
322.64404;+12.26122;5001256;21.798; 0.037;20.998; 0.028;20.408; 0.064
322.64371;+12.18214;5001257;21.689; 0.023;21.027; 0.027;20.328; 0.035
322.64408;+12.30236;5001258;20.367; 0.013;19.745; 0.009;19.214; 0.015
322.64392;+12.30633;5001259;22.104; 0.040;21.264; 0.035;20.563; 0.046
322.64362;+12.23911;5001260;21.799; 0.022;21.093; 0.021;20.277; 0.032
322.64346;+12.21153;5001261;20.655; 0.010;20.136; 0.013;19.431; 0.018
322.64300;+12.09108;5001263;22.532; 0.054;21.197; 0.038;20.321; 0.040
322.64317;+12.15644;5001264;21.877; 0.027;21.128; 0.031;20.311; 0.035
322.64358;+12.26836;5001265;21.149; 0.026;20.444; 0.020;19.807; 0.026
322.64292;+12.15778;5001268;21.837; 0.025;21.229; 0.036;20.339; 0.036
322.64358;+12.33083;5001269;22.330; 0.065;21.506; 0.041;20.672; 0.059
322.64250;+12.13075;5001272;21.715; 0.027;21.027; 0.033;20.232; 0.043
322.64317;+12.29772;5001273;21.343; 0.027;20.554; 0.019;19.803; 0.031
322.64237;+12.11375;5001275;21.299; 0.017;20.653; 0.019;19.919; 0.031
322.64192;+12.00031;5001276;21.552; 0.030;20.909; 0.025;20.123; 0.035
322.64267;+12.20003;5001277;19.532; 0.007;19.008; 0.008;18.378; 0.009
322.64283;+12.27522;5001279;19.992; 0.010;19.410; 0.008;18.871; 0.011
322.64283;+12.28122;5001280;22.597; 0.061;20.977; 0.031;19.283; 0.018
322.64300;+12.34394;5001281;22.217; 0.054;21.361; 0.040;20.545; 0.040
322.64142;+11.96208;5001282;18.528; 0.004;17.018; 0.004;15.433; 0.004
322.64271;+12.29075;5001283;21.234; 0.021;20.528; 0.019;19.877; 0.027
322.64192;+12.12436;5001285;22.217; 0.038;21.505; 0.041;20.481; 0.036
322.64250;+12.27856;5001286;21.293; 0.026;20.612; 0.022;19.952; 0.028
322.64171;+12.08733;5001287;21.428; 0.024;20.776; 0.022;20.021; 0.037
322.64229;+12.25069;5001288;18.291; 0.004;17.080; 0.003;15.971; 0.004
322.64200;+12.21714;5001290;21.912; 0.024;21.193; 0.023;20.378; 0.036
322.64137;+12.07750;5001291;21.434; 0.039;20.799; 0.024;20.110; 0.040
322.64162;+12.17108;5001292;21.733; 0.023;21.167; 0.031;20.352; 0.041
322.64217;+12.33603;5001293;20.470; 0.013;18.765; 0.008;16.585; 0.007
322.64117;+12.09600;5001294;21.737; 0.021;21.015; 0.022;20.266; 0.028
322.64133;+12.15156;5001295;21.955; 0.028;21.364; 0.040;20.369; 0.043
